,Issue No and Date,Particulars,URL
580,6 - dt. 06-02-2019,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=6
581,5 - dt. 30-01-2019,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifi cations issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Advertisements by private individuals and private institutions Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications or Orders of interest to a section of the public issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=5
582,4 - dt. 23-01-2019,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions Notifications or Orders of interest to a section of the public issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=4
583,3 - dt. 16-01-2019,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications of interest to the General Public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=3
584,2 - dt. 09-01-2019,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments - Tamil Translations",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=2
585,1 - dt. 02-01-2019,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments. CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2019.php?issueno=1
586,53 - dt. 30-12-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Department Statutory Notifi cations and Orders issued by Heads of Departments. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Advertisements by private individuals and private institutions Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=53
587,52 - dt. 23-12-2020,"Notifications or Orders of interest to a section of the public issued by Secretariat Department Notifications or Orders of interest to a section of the public issued by Secretariat Department General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifi cations issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=52
588,51 - dt. 16-12-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Department Tamil Nadu Acts and Ordinances Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=51
589,50 - dt. 09-12-2020,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departmen Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Tamil Nadu Acts and Ordinances Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=50
590,49 - dt. 02-12-2020,"Advertisements by private individuals and private institutions Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departmen Notifications or Orders of interest to a section of the public issued by Secretariat Departmen General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=49
591,48 - dt. 25-11-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departmen General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifi cations issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=48
592,47 - dt. 18-11-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departmen General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=47
593,46 - dt. 11-11-2020,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departmen Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Tamil Nadu Acts and Ordinances",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=46
594,45 - dt. 04-11-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc Notifications issued by Quasi - Government bodies and Public Sector undertakings",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=45
595,44 - dt. 28-10-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, et Notifications issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=44
596,43 - dt. 21-10-2020,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=43
597,42 - dt. 14-10-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=42
598,41 - dt. 07-10-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifi cations issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=41
599,40 - dt. 30-09-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifi cations issued by cost recoverable institutions of State and Central Governments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=40
600,39 - dt. 23-09-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifi cations issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=39
601,38 - dt. 16-09-2020,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=38
602,37 - dt. 09-09-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Tamil Nadu Acts and Ordinances Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifi cations issued by cost recoverable institutions of State and Central Governments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=37
603,36 - dt. 02-09-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=36
604,35 - dt. 26-08-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Tamil Nadu Acts and Ordinances Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=35
605,34 - dt. 19-08-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=34
606,33 - dt. 12-08-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=33
607,32 - dt. 05-08-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifi cations or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=32
608,31 - dt. 29-07-2020,"Advertisements by private individuals and Private Institutions Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings. Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=31
609,30 - dt. 22-07-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=30
610,29 - dt. 15-07-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Statutory Notifi cations and Orders issued by Heads of Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=29
611,28 - dt. 08-07-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=28
612,27 - dt. 01-07-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=27
613,26 - dt. 24-06-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifi cations or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=26
614,25 - dt. 17-06-2020,"Advertisements by private individuals and Private Institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Statutory Notifi cations and Orders issued by Heads of Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=25
615,24 - dt. 10-06-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and Private Institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=24
616,23 - dt. 03-06-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, etc Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and Private Institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=23
617,22 - dt. 27-05-2020,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by Private individuals and Private Institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=22
618,21 - dt. 20-05-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=21
619,20 - dt. 13-05-2020,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=20
620,19 - dt. 06-05-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=19
621,18 - dt. 29-04-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=18
622,17 - dt. 22-04-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=17
623,16 - dt. 15-04-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=16
624,15 - dt. 08-04-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=15
625,14 - dt. 01-04-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Government Notifications - Tamil Translations Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=14
626,13 - dt. 25-03-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=13
627,12 - dt. 18-03-2020,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=12
628,11 - dt. 11-03-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi - Government bodies and Public Sector undertakings Advertisements by private individuals and private institutions Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifi cations issued by cost recoverable institutions of State and Central Governments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=11
629,10 - dt. 04-03-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions Notifications issued by Quasi - Government bodies and Public Sector undertakings",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=10
630,9 - dt. 26-02-2020,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Statutory Notifi cations and Orders issued by Heads of Departments. Tamil Nadu Acts and Ordinances Notifications of interest to the General Public issued by Heads of Departments, Etc Notifications of interest to the General Public issued by Heads of Departments, Etc Notifications issued by cost recoverable institutions of State and Central Governments Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2020.php?issueno=9
